Well,Group,Type,Sample,Wavelength [Ex],plate_ID,order_reading,Abs.x,Time [s].x,Abs.y,Time [s].y,Well_row,Well_col,Time_1,Time_2,plate_ID_int,true_conc
I24,Group 1,Standard,CAL50002,450,plate_53,216,0.6057,4.68,0.5896,212.02,24,I,4.68,212.02,47,40
K01,Group 1,Standard,CAL60001,450,plate_53,241,0.3353,5.56,0.3289,235.52,1,K,5.56,235.52,47,20
K24,Group 1,Standard,CAL60002,450,plate_53,264,0.2872,5.79,0.2707,256.98,24,K,5.79,256.98,47,20
M01,Group 1,Standard,CAL70001,450,plate_53,289,0.1837,6.67,0.1792,280.48,1,M,6.67,280.48,47,10
M24,Group 1,Standard,CAL70002,450,plate_53,312,0.17,6.9,0.1522,301.95,24,M,6.9,301.95,47,10
A01,Group 1,Standard,CAL10001,450,plate_54,1,2.8442,0,2.8316,9.45,1,A,0,9.45,48,200
A24,Group 1,Standard,CAL10002,450,plate_54,24,2.6102,0.23,2.6107,30.92,24,A,0.23,30.92,48,200
C01,Group 1,Standard,CAL20001,450,plate_54,49,2.5905,1.11,2.5935,54.42,1,C,1.11,54.42,48,150
C24,Group 1,Standard,CAL20002,450,plate_54,72,2.1412,1.34,2.1361,75.88,24,C,1.34,75.88,48,150
E01,Group 1,Standard,CAL30001,450,plate_54,97,2.0271,2.22,2.0281,99.38,1,E,2.22,99.38,48,100
E24,Group 1,Standard,CAL30002,450,plate_54,120,1.6977,2.45,1.6884,120.85,24,E,2.45,120.85,48,100
G01,Group 1,Standard,CAL40001,450,plate_54,145,1.5361,3.33,1.5344,144.35,1,G,3.33,144.35,48,80
G24,Group 1,Standard,CAL40002,450,plate_54,168,1.2335,3.56,1.2236,165.81,24,G,3.56,165.81,48,80
I01,Group 1,Standard,CAL50001,450,plate_54,193,0.7455,4.44,0.7418,189.32,1,I,4.44,189.32,48,40
I24,Group 1,Standard,CAL50002,450,plate_54,216,0.6376,4.67,0.6274,210.78,24,I,4.67,210.78,48,40
K01,Group 1,Standard,CAL60001,450,plate_54,241,0.3484,5.55,0.3454,234.28,1,K,5.55,234.28,48,20
K24,Group 1,Standard,CAL60002,450,plate_54,264,0.3046,5.78,0.2962,255.75,24,K,5.78,255.75,48,20
M01,Group 1,Standard,CAL70001,450,plate_54,289,0.1871,6.66,0.1852,279.25,1,M,6.66,279.25,48,10
M24,Group 1,Standard,CAL70002,450,plate_54,312,0.1695,6.89,0.1623,300.71,24,M,6.89,300.71,48,10
A01,Group 1,Standard,CAL10001,450,plate_55,1,2.8116,0,2.8106,9.46,1,A,0,9.46,49,200
A24,Group 1,Standard,CAL10002,450,plate_55,24,2.4645,0.23,2.4751,30.92,24,A,0.23,30.92,49,200
C01,Group 1,Standard,CAL20001,450,plate_55,49,2.6084,1.11,2.6094,54.42,1,C,1.11,54.42,49,150
C24,Group 1,Standard,CAL20002,450,plate_55,72,2.0943,1.34,2.0923,75.89,24,C,1.34,75.89,49,150
E01,Group 1,Standard,CAL30001,450,plate_55,97,1.9873,2.22,1.9853,99.39,1,E,2.22,99.39,49,100
E24,Group 1,Standard,CAL30002,450,plate_55,120,1.5655,2.45,1.5575,120.85,24,E,2.45,120.85,49,100
G01,Group 1,Standard,CAL40001,450,plate_55,145,1.5234,3.33,1.5224,144.35,1,G,3.33,144.35,49,80
G24,Group 1,Standard,CAL40002,450,plate_55,168,1.1903,3.56,1.1766,165.82,24,G,3.56,165.82,49,80
I01,Group 1,Standard,CAL50001,450,plate_55,193,0.5732,4.44,0.5687,189.32,1,I,4.44,189.32,49,40
I24,Group 1,Standard,CAL50002,450,plate_55,216,0.6073,4.67,0.5958,210.78,24,I,4.67,210.78,49,40
K01,Group 1,Standard,CAL60001,450,plate_55,241,0.2953,5.56,0.2907,234.29,1,K,5.56,234.29,49,20
K24,Group 1,Standard,CAL60002,450,plate_55,264,0.307,5.79,0.2948,255.75,24,K,5.79,255.75,49,20
M01,Group 1,Standard,CAL70001,450,plate_55,289,0.1812,6.67,0.177,279.25,1,M,6.67,279.25,49,10
M24,Group 1,Standard,CAL70002,450,plate_55,312,0.1682,6.9,0.1575,300.72,24,M,6.9,300.72,49,10
A01,Group 1,Standard,CAL10001,450,plate_56,1,2.7923,0,2.8015,10.7,1,A,0,10.7,50,200
A24,Group 1,Standard,CAL10002,450,plate_56,24,2.6757,0.23,2.6786,32.16,24,A,0.23,32.16,50,200
C01,Group 1,Standard,CAL20001,450,plate_56,49,2.5185,1.12,2.5284,55.67,1,C,1.12,55.67,50,150
C24,Group 1,Standard,CAL20002,450,plate_56,72,2.2738,1.35,2.2676,77.13,24,C,1.35,77.13,50,150
E01,Group 1,Standard,CAL30001,450,plate_56,97,1.8382,2.23,1.8302,100.63,1,E,2.23,100.63,50,100
E24,Group 1,Standard,CAL30002,450,plate_56,120,1.6819,2.46,1.6546,122.1,24,E,2.46,122.1,50,100
G01,Group 1,Standard,CAL40001,450,plate_56,145,1.361,3.34,1.3548,145.6,1,G,3.34,145.6,50,80
G24,Group 1,Standard,CAL40002,450,plate_56,168,1.3905,3.57,1.373,167.06,24,G,3.57,167.06,50,80
I01,Group 1,Standard,CAL50001,450,plate_56,193,0.6232,4.45,0.6162,190.57,1,I,4.45,190.57,50,40
I24,Group 1,Standard,CAL50002,450,plate_56,216,0.6625,4.68,0.6478,212.03,24,I,4.68,212.03,50,40
K01,Group 1,Standard,CAL60001,450,plate_56,241,0.3071,5.56,0.3029,235.53,1,K,5.56,235.53,50,20
K24,Group 1,Standard,CAL60002,450,plate_56,264,0.3268,5.79,0.3123,256.99,24,K,5.79,256.99,50,20
M01,Group 1,Standard,CAL70001,450,plate_56,289,0.1657,6.67,0.163,280.5,1,M,6.67,280.5,50,10
M24,Group 1,Standard,CAL70002,450,plate_56,312,0.1824,6.9,0.1686,301.96,24,M,6.9,301.96,50,10
A01,Group 1,Standard,CAL10001,450,plate_57,1,2.7513,0,2.7548,9.46,1,A,0,9.46,51,200
A24,Group 1,Standard,CAL10002,450,plate_57,24,2.4916,0.23,2.4898,30.93,24,A,0.23,30.93,51,200
C01,Group 1,Standard,CAL20001,450,plate_57,49,2.4537,1.11,2.4541,54.43,1,C,1.11,54.43,51,150
C24,Group 1,Standard,CAL20002,450,plate_57,72,2.0471,1.34,2.0358,75.89,24,C,1.34,75.89,51,150
E01,Group 1,Standard,CAL30001,450,plate_57,97,1.8812,2.22,1.8686,99.4,1,E,2.22,99.4,51,100
E24,Group 1,Standard,CAL30002,450,plate_57,120,1.4927,2.45,1.4774,120.86,24,E,2.45,120.86,51,100
G01,Group 1,Standard,CAL40001,450,plate_57,145,1.4187,3.33,1.4066,144.36,1,G,3.33,144.36,51,80
G24,Group 1,Standard,CAL40002,450,plate_57,168,1.2454,3.56,1.2302,165.83,24,G,3.56,165.83,51,80
I01,Group 1,Standard,CAL50001,450,plate_57,193,0.6611,4.44,0.6525,189.33,1,I,4.44,189.33,51,40
I24,Group 1,Standard,CAL50002,450,plate_57,216,0.578,4.67,0.5638,210.79,24,I,4.67,210.79,51,40
K01,Group 1,Standard,CAL60001,450,plate_57,241,0.3155,5.55,0.3105,234.29,1,K,5.55,234.29,51,20
K24,Group 1,Standard,CAL60002,450,plate_57,264,0.301,5.78,0.2842,255.76,24,K,5.78,255.76,51,20
M01,Group 1,Standard,CAL70001,450,plate_57,289,0.1804,6.66,0.1773,279.26,1,M,6.66,279.26,51,10
M24,Group 1,Standard,CAL70002,450,plate_57,312,0.1665,6.89,0.1517,300.72,24,M,6.89,300.72,51,10
A01,Group 1,Standard,CAL10001,450,plate_58,1,2.7553,0,2.7593,9.46,1,A,0,9.46,52,200
A24,Group 1,Standard,CAL10002,450,plate_58,24,2.4687,0.23,2.4595,30.93,24,A,0.23,30.93,52,200
C01,Group 1,Standard,CAL20001,450,plate_58,49,2.4654,1.11,2.4621,54.43,1,C,1.11,54.43,52,150
C24,Group 1,Standard,CAL20002,450,plate_58,72,1.9927,1.34,1.9853,75.89,24,C,1.34,75.89,52,150
E01,Group 1,Standard,CAL30001,450,plate_58,97,1.893,2.22,1.8873,99.4,1,E,2.22,99.4,52,100
E24,Group 1,Standard,CAL30002,450,plate_58,120,1.3591,2.45,1.3465,120.86,24,E,2.45,120.86,52,100
G01,Group 1,Standard,CAL40001,450,plate_58,145,1.4258,3.33,1.4199,144.36,1,G,3.33,144.36,52,80
G24,Group 1,Standard,CAL40002,450,plate_58,168,1.1383,3.56,1.1229,165.83,24,G,3.56,165.83,52,80
I01,Group 1,Standard,CAL50001,450,plate_58,193,0.6969,4.44,0.6892,189.33,1,I,4.44,189.33,52,40
I24,Group 1,Standard,CAL50002,450,plate_58,216,0.5478,4.67,0.5339,210.79,24,I,4.67,210.79,52,40
K01,Group 1,Standard,CAL60001,450,plate_58,241,0.31,5.55,0.3051,234.29,1,K,5.55,234.29,52,20
K24,Group 1,Standard,CAL60002,450,plate_58,264,0.2581,5.78,0.243,255.76,24,K,5.78,255.76,52,20
M01,Group 1,Standard,CAL70001,450,plate_58,289,0.1806,6.66,0.1766,279.26,1,M,6.66,279.26,52,10
M24,Group 1,Standard,CAL70002,450,plate_58,312,0.1602,6.89,0.1443,300.72,24,M,6.89,300.72,52,10
A01,Group 1,Standard,CAL10001,450,plate_59,1,2.7794,0,2.7781,10.7,1,A,0,10.7,53,200
A24,Group 1,Standard,CAL10002,450,plate_59,24,2.4441,0.23,2.4665,32.17,24,A,0.23,32.17,53,200
C01,Group 1,Standard,CAL20001,450,plate_59,49,2.4419,1.11,2.4447,55.67,1,C,1.11,55.67,53,150
C24,Group 1,Standard,CAL20002,450,plate_59,72,2.2312,1.34,2.2329,77.13,24,C,1.34,77.13,53,150
E01,Group 1,Standard,CAL30001,450,plate_59,97,1.8589,2.22,1.8558,100.63,1,E,2.22,100.63,53,100
E24,Group 1,Standard,CAL30002,450,plate_59,120,1.7135,2.45,1.7007,122.1,24,E,2.45,122.1,53,100
G01,Group 1,Standard,CAL40001,450,plate_59,145,1.4127,3.33,1.4052,145.6,1,G,3.33,145.6,53,80
G24,Group 1,Standard,CAL40002,450,plate_59,168,1.2834,3.56,1.2726,167.06,24,G,3.56,167.06,53,80
I01,Group 1,Standard,CAL50001,450,plate_59,193,0.6884,4.45,0.6805,190.57,1,I,4.45,190.57,53,40
I24,Group 1,Standard,CAL50002,450,plate_59,216,0.6408,4.68,0.6291,212.03,24,I,4.68,212.03,53,40
K01,Group 1,Standard,CAL60001,450,plate_59,241,0.3255,5.56,0.3197,235.53,1,K,5.56,235.53,53,20
K24,Group 1,Standard,CAL60002,450,plate_59,264,0.3134,5.79,0.3022,257,24,K,5.79,257,53,20
M01,Group 1,Standard,CAL70001,450,plate_59,289,0.1717,6.67,0.1681,280.5,1,M,6.67,280.5,53,10
M24,Group 1,Standard,CAL70002,450,plate_59,312,0.1768,6.9,0.1671,301.96,24,M,6.9,301.96,53,10
A01,Group 1,Standard,CAL10001,450,plate_6,1,2.7303,0,2.7291,9.47,1,A,0,9.47,54,200
A24,Group 1,Standard,CAL10002,450,plate_6,24,2.3284,0.23,2.3226,30.93,24,A,0.23,30.93,54,200
C01,Group 1,Standard,CAL20001,450,plate_6,49,2.5305,1.12,2.5336,54.43,1,C,1.12,54.43,54,150
C24,Group 1,Standard,CAL20002,450,plate_6,72,2.1281,1.35,2.1185,75.9,24,C,1.35,75.9,54,150
E01,Group 1,Standard,CAL30001,450,plate_6,97,1.9062,2.23,1.9082,99.4,1,E,2.23,99.4,54,100
E24,Group 1,Standard,CAL30002,450,plate_6,120,1.5141,2.46,1.509,120.86,24,E,2.46,120.86,54,100
G01,Group 1,Standard,CAL40001,450,plate_6,145,1.5596,3.34,1.5595,144.36,1,G,3.34,144.36,54,80
G24,Group 1,Standard,CAL40002,450,plate_6,168,1.378,3.57,1.3692,165.83,24,G,3.57,165.83,54,80
I01,Group 1,Standard,CAL50001,450,plate_6,193,0.6628,4.45,0.658,189.33,1,I,4.45,189.33,54,40
I24,Group 1,Standard,CAL50002,450,plate_6,216,0.6642,4.68,0.6543,210.79,24,I,4.68,210.79,54,40
K01,Group 1,Standard,CAL60001,450,plate_6,241,0.3488,5.56,0.3446,234.3,1,K,5.56,234.3,54,20
K24,Group 1,Standard,CAL60002,450,plate_6,264,0.3327,5.79,0.3221,255.76,24,K,5.79,255.76,54,20
M01,Group 1,Standard,CAL70001,450,plate_6,289,0.1886,6.67,0.1846,279.26,1,M,6.67,279.26,54,10
M24,Group 1,Standard,CAL70002,450,plate_6,312,0.1355,6.9,0.1256,300.72,24,M,6.9,300.72,54,10
A01,Group 1,Standard,CAL10001,450,plate_60,1,2.7954,0,2.7942,9.46,1,A,0,9.46,55,200
A24,Group 1,Standard,CAL10002,450,plate_60,24,2.4254,0.23,2.4232,30.92,24,A,0.23,30.92,55,200
C01,Group 1,Standard,CAL20001,450,plate_60,49,2.4998,1.11,2.5037,54.43,1,C,1.11,54.43,55,150
C24,Group 1,Standard,CAL20002,450,plate_60,72,2.2305,1.34,2.2254,75.89,24,C,1.34,75.89,55,150
E01,Group 1,Standard,CAL30001,450,plate_60,97,1.8863,2.22,1.8838,99.39,1,E,2.22,99.39,55,100
E24,Group 1,Standard,CAL30002,450,plate_60,120,1.5823,2.45,1.5712,120.86,24,E,2.45,120.86,55,100
G01,Group 1,Standard,CAL40001,450,plate_60,145,1.4508,3.33,1.4444,144.36,1,G,3.33,144.36,55,80
G24,Group 1,Standard,CAL40002,450,plate_60,168,1.2377,3.57,1.224,165.82,24,G,3.57,165.82,55,80
I01,Group 1,Standard,CAL50001,450,plate_60,193,0.7101,4.45,0.7027,189.33,1,I,4.45,189.33,55,40
I24,Group 1,Standard,CAL50002,450,plate_60,216,0.6242,4.68,0.6099,210.79,24,I,4.68,210.79,55,40
K01,Group 1,Standard,CAL60001,450,plate_60,241,0.3313,5.56,0.3254,234.29,1,K,5.56,234.29,55,20
K24,Group 1,Standard,CAL60002,450,plate_60,264,0.2963,5.79,0.284,255.75,24,K,5.79,255.75,55,20
M01,Group 1,Standard,CAL70001,450,plate_60,289,0.1917,6.67,0.1871,279.26,1,M,6.67,279.26,55,10
M24,Group 1,Standard,CAL70002,450,plate_60,312,0.1611,6.9,0.1515,300.72,24,M,6.9,300.72,55,10
A01,Group 1,Standard,CAL10001,450,plate_61,1,2.7876,0,2.7876,0,1,A,0,0,56,200
A24,Group 1,Standard,CAL10002,450,plate_61,24,2.5997,0.23,2.5997,0.23,24,A,0.23,0.23,56,200
C01,Group 1,Standard,CAL20001,450,plate_61,49,2.4224,1.11,2.4224,1.11,1,C,1.11,1.11,56,150
C24,Group 1,Standard,CAL20002,450,plate_61,72,2.3198,1.34,2.3198,1.34,24,C,1.34,1.34,56,150
E01,Group 1,Standard,CAL30001,450,plate_61,97,1.813,2.22,1.813,2.22,1,E,2.22,2.22,56,100
E24,Group 1,Standard,CAL30002,450,plate_61,120,1.6687,2.45,1.6687,2.45,24,E,2.45,2.45,56,100
G01,Group 1,Standard,CAL40001,450,plate_61,145,1.4018,3.33,1.4018,3.33,1,G,3.33,3.33,56,80
G24,Group 1,Standard,CAL40002,450,plate_61,168,1.3155,3.56,1.3155,3.56,24,G,3.56,3.56,56,80
I01,Group 1,Standard,CAL50001,450,plate_61,193,0.6158,4.44,0.6158,4.44,1,I,4.44,4.44,56,40
I24,Group 1,Standard,CAL50002,450,plate_61,216,0.6338,4.67,0.6338,4.67,24,I,4.67,4.67,56,40
K01,Group 1,Standard,CAL60001,450,plate_61,241,0.3043,5.55,0.3043,5.55,1,K,5.55,5.55,56,20
K24,Group 1,Standard,CAL60002,450,plate_61,264,0.3317,5.78,0.3317,5.78,24,K,5.78,5.78,56,20
M01,Group 1,Standard,CAL70001,450,plate_61,289,0.1673,6.67,0.1673,6.67,1,M,6.67,6.67,56,10
M24,Group 1,Standard,CAL70002,450,plate_61,312,0.187,6.9,0.187,6.9,24,M,6.9,6.9,56,10
A01,Group 1,Standard,CAL10001,450,plate_62,1,2.7638,0,2.7634,9.46,1,A,0,9.46,57,200
A24,Group 1,Standard,CAL10002,450,plate_62,24,2.5677,0.23,2.5625,30.92,24,A,0.23,30.92,57,200
C01,Group 1,Standard,CAL20001,450,plate_62,49,2.484,1.11,2.4864,54.43,1,C,1.11,54.43,57,150
C24,Group 1,Standard,CAL20002,450,plate_62,72,2.1062,1.34,2.1045,75.89,24,C,1.34,75.89,57,150
E01,Group 1,Standard,CAL30001,450,plate_62,97,1.8344,2.22,1.8293,99.39,1,E,2.22,99.39,57,100
E24,Group 1,Standard,CAL30002,450,plate_62,120,1.4762,2.45,1.4694,120.86,24,E,2.45,120.86,57,100
G01,Group 1,Standard,CAL40001,450,plate_62,145,1.3523,3.33,1.3509,144.36,1,G,3.33,144.36,57,80
G24,Group 1,Standard,CAL40002,450,plate_62,168,1.1572,3.56,1.1464,165.82,24,G,3.56,165.82,57,80
I01,Group 1,Standard,CAL50001,450,plate_62,193,0.6541,4.44,0.6462,189.32,1,I,4.44,189.32,57,40
I24,Group 1,Standard,CAL50002,450,plate_62,216,0.6101,4.67,0.5989,210.79,24,I,4.67,210.79,57,40
K01,Group 1,Standard,CAL60001,450,plate_62,241,0.318,5.55,0.3118,234.29,1,K,5.55,234.29,57,20
K24,Group 1,Standard,CAL60002,450,plate_62,264,0.2833,5.78,0.2732,255.75,24,K,5.78,255.75,57,20
M01,Group 1,Standard,CAL70001,450,plate_62,289,0.1758,6.66,0.1718,279.26,1,M,6.66,279.26,57,10
M24,Group 1,Standard,CAL70002,450,plate_62,312,0.1541,6.89,0.1439,300.72,24,M,6.89,300.72,57,10
A01,Group 1,Standard,CAL10001,450,plate_63,1,2.7805,0,2.7762,9.47,1,A,0,9.47,58,200
A24,Group 1,Standard,CAL10002,450,plate_63,24,2.4833,0.23,2.4828,30.93,24,A,0.23,30.93,58,200
C01,Group 1,Standard,CAL20001,450,plate_63,49,2.5297,1.11,2.5295,54.43,1,C,1.11,54.43,58,150
C24,Group 1,Standard,CAL20002,450,plate_63,72,2.1058,1.34,2.0972,75.9,24,C,1.34,75.9,58,150
E01,Group 1,Standard,CAL30001,450,plate_63,97,1.8836,2.22,1.8831,99.4,1,E,2.22,99.4,58,100
E24,Group 1,Standard,CAL30002,450,plate_63,120,1.4877,2.45,1.4786,120.86,24,E,2.45,120.86,58,100
G01,Group 1,Standard,CAL40001,450,plate_63,145,1.4523,3.33,1.4468,144.36,1,G,3.33,144.36,58,80
G24,Group 1,Standard,CAL40002,450,plate_63,168,1.1938,3.56,1.183,165.83,24,G,3.56,165.83,58,80
I01,Group 1,Standard,CAL50001,450,plate_63,193,0.7032,4.45,0.6944,189.33,1,I,4.45,189.33,58,40
I24,Group 1,Standard,CAL50002,450,plate_63,216,0.5332,4.68,0.5232,210.79,24,I,4.68,210.79,58,40
K01,Group 1,Standard,CAL60001,450,plate_63,241,0.3386,5.56,0.3323,234.3,1,K,5.56,234.3,58,20
K24,Group 1,Standard,CAL60002,450,plate_63,264,0.274,5.79,0.2637,255.76,24,K,5.79,255.76,58,20
M01,Group 1,Standard,CAL70001,450,plate_63,289,0.1811,6.67,0.1769,279.26,1,M,6.67,279.26,58,10
M24,Group 1,Standard,CAL70002,450,plate_63,312,0.1634,6.9,0.1542,300.73,24,M,6.9,300.73,58,10
A01,Group 1,Standard,CAL10001,450,plate_64,1,2.8076,0,2.8132,10.7,1,A,0,10.7,59,200
A24,Group 1,Standard,CAL10002,450,plate_64,24,2.5223,0.23,2.5234,32.16,24,A,0.23,32.16,59,200
C01,Group 1,Standard,CAL20001,450,plate_64,49,2.5827,1.11,2.5881,55.67,1,C,1.11,55.67,59,150
C24,Group 1,Standard,CAL20002,450,plate_64,72,2.1117,1.34,2.1086,77.13,24,C,1.34,77.13,59,150
E01,Group 1,Standard,CAL30001,450,plate_64,97,1.9683,2.22,1.9667,100.63,1,E,2.22,100.63,59,100
E24,Group 1,Standard,CAL30002,450,plate_64,120,1.6057,2.45,1.5993,122.1,24,E,2.45,122.1,59,100
G01,Group 1,Standard,CAL40001,450,plate_64,145,1.5604,3.33,1.5539,145.6,1,G,3.33,145.6,59,80
G24,Group 1,Standard,CAL40002,450,plate_64,168,1.44,3.56,1.4282,167.06,24,G,3.56,167.06,59,80
I01,Group 1,Standard,CAL50001,450,plate_64,193,0.6672,4.44,0.6598,190.56,1,I,4.44,190.56,59,40
I24,Group 1,Standard,CAL50002,450,plate_64,216,0.6042,4.67,0.5927,212.03,24,I,4.67,212.03,59,40
K01,Group 1,Standard,CAL60001,450,plate_64,241,0.3088,5.55,0.3034,235.53,1,K,5.55,235.53,59,20
K24,Group 1,Standard,CAL60002,450,plate_64,264,0.3451,5.78,0.3317,256.99,24,K,5.78,256.99,59,20
M01,Group 1,Standard,CAL70001,450,plate_64,289,0.1748,6.66,0.1713,280.5,1,M,6.66,280.5,59,10
M24,Group 1,Standard,CAL70002,450,plate_64,312,0.1793,6.89,0.1665,301.96,24,M,6.89,301.96,59,10
A01,Group 1,Standard,CAL10001,450,plate_65,1,2.8094,0,2.8094,9.47,1,A,0,9.47,60,200
A24,Group 1,Standard,CAL10002,450,plate_65,24,2.4948,0.23,2.4929,30.93,24,A,0.23,30.93,60,200
C01,Group 1,Standard,CAL20001,450,plate_65,49,2.5702,1.11,2.5739,54.44,1,C,1.11,54.44,60,150
C24,Group 1,Standard,CAL20002,450,plate_65,72,2.1286,1.34,2.1194,75.9,24,C,1.34,75.9,60,150
E01,Group 1,Standard,CAL30001,450,plate_65,97,1.9973,2.22,1.9875,99.4,1,E,2.22,99.4,60,100
E24,Group 1,Standard,CAL30002,450,plate_65,120,1.6008,2.45,1.5871,120.87,24,E,2.45,120.87,60,100
G01,Group 1,Standard,CAL40001,450,plate_65,145,1.5845,3.33,1.5723,144.37,1,G,3.33,144.37,60,80
G24,Group 1,Standard,CAL40002,450,plate_65,168,1.3187,3.56,1.301,165.83,24,G,3.56,165.83,60,80
I01,Group 1,Standard,CAL50001,450,plate_65,193,0.7244,4.44,0.7142,189.33,1,I,4.44,189.33,60,40
I24,Group 1,Standard,CAL50002,450,plate_65,216,0.6197,4.67,0.6045,210.8,24,I,4.67,210.8,60,40
K01,Group 1,Standard,CAL60001,450,plate_65,241,0.3419,5.55,0.3344,234.3,1,K,5.55,234.3,60,20
K24,Group 1,Standard,CAL60002,450,plate_65,264,0.2967,5.78,0.2836,255.76,24,K,5.78,255.76,60,20
M01,Group 1,Standard,CAL70001,450,plate_65,289,0.1848,6.66,0.18,279.27,1,M,6.66,279.27,60,10
M24,Group 1,Standard,CAL70002,450,plate_65,312,0.187,6.89,0.1737,300.73,24,M,6.89,300.73,60,10
A01,Group 1,Standard,CAL10001,450,plate_66,1,2.8001,0,2.7861,9.46,1,A,0,9.46,61,200
A24,Group 1,Standard,CAL10002,450,plate_66,24,2.3661,0.23,2.3646,30.92,24,A,0.23,30.92,61,200
C01,Group 1,Standard,CAL20001,450,plate_66,49,2.5433,1.11,2.5485,54.42,1,C,1.11,54.42,61,150
C24,Group 1,Standard,CAL20002,450,plate_66,72,2.1172,1.34,2.1092,75.89,24,C,1.34,75.89,61,150
E01,Group 1,Standard,CAL30001,450,plate_66,97,1.9345,2.22,1.9289,99.39,1,E,2.22,99.39,61,100
E24,Group 1,Standard,CAL30002,450,plate_66,120,1.5847,2.45,1.5739,120.85,24,E,2.45,120.85,61,100
G01,Group 1,Standard,CAL40001,450,plate_66,145,1.502,3.33,1.4968,144.36,1,G,3.33,144.36,61,80
G24,Group 1,Standard,CAL40002,450,plate_66,168,1.2815,3.57,1.2693,165.82,24,G,3.57,165.82,61,80
I01,Group 1,Standard,CAL50001,450,plate_66,193,0.7065,4.45,0.7011,189.32,1,I,4.45,189.32,61,40
I24,Group 1,Standard,CAL50002,450,plate_66,216,0.6316,4.68,0.6201,210.79,24,I,4.68,210.79,61,40
K01,Group 1,Standard,CAL60001,450,plate_66,241,0.3302,5.56,0.326,234.29,1,K,5.56,234.29,61,20
K24,Group 1,Standard,CAL60002,450,plate_66,264,0.2871,5.79,0.2779,255.75,24,K,5.79,255.75,61,20
M01,Group 1,Standard,CAL70001,450,plate_66,289,0.1875,6.67,0.1846,279.25,1,M,6.67,279.25,61,10
M24,Group 1,Standard,CAL70002,450,plate_66,312,0.1587,6.9,0.1526,300.72,24,M,6.9,300.72,61,10
A01,Group 1,Standard,CAL10001,450,plate_67,1,2.7527,0,2.7557,10.68,1,A,0,10.68,62,200
A24,Group 1,Standard,CAL10002,450,plate_67,24,2.5644,0.23,2.5639,32.14,24,A,0.23,32.14,62,200
C01,Group 1,Standard,CAL20001,450,plate_67,49,2.5129,1.11,2.5171,55.65,1,C,1.11,55.65,62,150
C24,Group 1,Standard,CAL20002,450,plate_67,72,2.2762,1.34,2.2636,77.11,24,C,1.34,77.11,62,150
E01,Group 1,Standard,CAL30001,450,plate_67,97,1.9207,2.22,1.9131,100.61,1,E,2.22,100.61,62,100
E24,Group 1,Standard,CAL30002,450,plate_67,120,1.6749,2.45,1.6634,122.08,24,E,2.45,122.08,62,100
G01,Group 1,Standard,CAL40001,450,plate_67,145,1.5572,3.33,1.5489,145.58,1,G,3.33,145.58,62,80
G24,Group 1,Standard,CAL40002,450,plate_67,168,1.4737,3.56,1.4562,167.04,24,G,3.56,167.04,62,80
I01,Group 1,Standard,CAL50001,450,plate_67,193,0.707,4.45,0.6983,190.54,1,I,4.45,190.54,62,40
I24,Group 1,Standard,CAL50002,450,plate_67,216,0.6937,4.68,0.6785,212.01,24,I,4.68,212.01,62,40
K01,Group 1,Standard,CAL60001,450,plate_67,241,0.3398,5.56,0.3333,235.51,1,K,5.56,235.51,62,20
K24,Group 1,Standard,CAL60002,450,plate_67,264,0.3353,5.79,0.3213,256.97,24,K,5.79,256.97,62,20
M01,Group 1,Standard,CAL70001,450,plate_67,289,0.1866,6.67,0.1822,280.48,1,M,6.67,280.48,62,10
M24,Group 1,Standard,CAL70002,450,plate_67,312,0.1906,6.9,0.1763,301.94,24,M,6.9,301.94,62,10
A01,Group 1,Standard,CAL10001,450,plate_68,1,2.6776,0,2.6773,9.47,1,A,0,9.47,63,200
A24,Group 1,Standard,CAL10002,450,plate_68,24,2.3984,0.23,2.3979,30.93,24,A,0.23,30.93,63,200
C01,Group 1,Standard,CAL20001,450,plate_68,49,2.4048,1.11,2.4047,54.43,1,C,1.11,54.43,63,150
C24,Group 1,Standard,CAL20002,450,plate_68,72,2.0347,1.34,2.029,75.9,24,C,1.34,75.9,63,150
E01,Group 1,Standard,CAL30001,450,plate_68,97,1.8488,2.23,1.8458,99.4,1,E,2.23,99.4,63,100
E24,Group 1,Standard,CAL30002,450,plate_68,120,1.5111,2.46,1.5,120.86,24,E,2.46,120.86,63,100
G01,Group 1,Standard,CAL40001,450,plate_68,145,1.4497,3.34,1.4433,144.37,1,G,3.34,144.37,63,80
G24,Group 1,Standard,CAL40002,450,plate_68,168,1.2579,3.57,1.2426,165.83,24,G,3.57,165.83,63,80
I01,Group 1,Standard,CAL50001,450,plate_68,193,0.6521,4.45,0.6439,189.33,1,I,4.45,189.33,63,40
I24,Group 1,Standard,CAL50002,450,plate_68,216,0.5545,4.68,0.5412,210.8,24,I,4.68,210.8,63,40
K01,Group 1,Standard,CAL60001,450,plate_68,241,0.3007,5.56,0.2947,234.3,1,K,5.56,234.3,63,20
K24,Group 1,Standard,CAL60002,450,plate_68,264,0.2748,5.79,0.2629,255.76,24,K,5.79,255.76,63,20
M01,Group 1,Standard,CAL70001,450,plate_68,289,0.1814,6.67,0.1771,279.26,1,M,6.67,279.26,63,10
M24,Group 1,Standard,CAL70002,450,plate_68,312,0.1654,6.9,0.1522,300.73,24,M,6.9,300.73,63,10
